Requirement,Appropriate,Complete,Conforming,Correct,Feasible,Necessary,Singular,Unambiguous,Verifiable
"WCS sistemi, herhangi bir kullanıcı için otomatik girişe izin vermemelidir; kullanıcı bilgisayarında WCS giriş bilgilerini içeren çerezler saklanmayacaktır",1,1,1,1,1,1,1,1,1
"Her takım sahibi, takım sahibi sayfasına erişebilmek için kullanıcı adı ve şifre kullanarak doğrulanmalıdır",1,1,1,1,1,1,1,1,1
"Komiser, lig ayarlarını düzenleyebilecek tek yetkili kullanıcı olacaktır",1,1,1,1,1,1,1,1,1
"Her sayfa, mevcut sayfanın bulunduğu dizini gösteren bir navigasyon menüsü içermelidir",1,1,1,1,1,1,1,0,1
"Her sayfa, eylem öğelerinin bir konumda ve navigasyon düğmelerinin başka bir konumda yer aldığı benzer bir format içermelidir",1,1,1,1,1,1,1,0,1
"Mesaj panosu, lig sayfasında en son gönderilen 5 mesajı içermelidir; mesajlar mesajın ilk 150 karakterine kadar içeriği göstermelidir",1,1,1,1,1,1,1,0,1
"Yeni bir kullanıcı, başlatma sayfasına ulaştıktan sonraki 30 saniye içinde lig ve takım sayfalarında gezinmelidir",1,1,1,1,1,1,1,1,1
"Kullanıcılar, takım sahibi sayfasından “ekle”, “çıkar” ve “takas oyuncu” sayfalarına tek tıklamayla erişebilmelidir",1,1,1,1,1,1,1,1,1
"Kullanıcılar, her sayfada en az 25 NFL oyuncu istatistiği ve puanlarını görüntüleyebilmelidir",1,1,1,1,1,1,1,1,1
"Uygulama, oyuncuyu çıkarmadan veya takas etmeden önce kullanıcıdan onay almalıdır",1,1,1,1,1,1,1,1,1
"Uygulama, her kullanıcı işlemini ağı üzerinden alınan isteğin dörtte biri saniye içinde tamamlayabilmelidir",1,1,1,1,1,1,1,1,1
"Uygulamanın yıllık maksimum kesinti süresi 10 dakika olmalıdır",1,1,1,1,1,1,1,0,1
"Uygulama bir web uygulama sunucusunda çalıştırılmalıdır",1,1,1,1,1,1,1,0,1
"Disputes uygulamasında bir ekrandan diğerine geçişte maksimum bekleme süresi 5 saniyeyi geçmemelidir",1,1,1,1,1,1,1,1,1
"Disputes uygulaması, 350 eş zamanlı kullanıcıyı performans düşüşü olmadan desteklemelidir",1,1,1,1,1,1,1,1,1
"Disputes uygulaması 24x7x365 kullanılabilir olmalıdır; planlı bakım saatleri dışında, Pazartesi-Cumartesi 03:00-04:00 EST ve Pazar 01:00-05:00 EST",1,1,1,1,1,1,1,0,1
"Disputes uygulaması, Statement Database ile arayüz oluşturmalıdır; tüm işlem detayları Statement Database’den alınmalıdır",1,1,1,1,1,1,1,0,1
"Aktif kullanıcılar için önbelleğe alınan verileri depolamak üzere bir birincil veritabanı kullanılacaktır",1,1,1,1,1,1,1,0,1
"Sistem %95 uptime sağlamalıdır",1,1,1,1,1,1,1,0,1
"Sistem profesyonel bir görünüme sahip olmalıdır",1,1,1,1,1,1,1,0,1
"Ürün tutarlı bir renk şeması ve yazı tiplerine sahip olmalıdır",1,1,1,1,1,1,1,0,1
"Sistem, emlakçılar tarafından herhangi bir eğitim almadan kullanılabilmelidir",1,1,1,1,1,1,1,0,1
"Sistem sezgisel ve kendini açıklayıcı olmalıdır",1,1,1,1,1,1,1,0,1
"Ürün, bir emlakçı için öğrenmesi kolay olmalıdır",1,1,1,1,1,1,1,0,1
"Ürün, emlakçı topluluğu tarafından doğal olarak anlaşılabilir semboller ve kelimeler kullanmalıdır",1,1,1,1,1,1,1,0,1
"Ürün, arama sonuçlarını kabul edilebilir bir sürede üretmelidir",1,1,1,1,1,1,1,0,1
"Arama sonuçları, kullanıcı arama kriterini girdikten sonra en geç 30 saniye içinde döndürülmelidir",1,1,1,1,1,1,1,1,1
"Ürün, CMA raporunu kabul edilebilir bir sürede oluşturmalıdır",1,1,1,1,1,1,1,0,1
"CMA raporu, kullanıcı CMA rapor kriterini girdikten sonra en geç 60 saniye içinde döndürülmelidir",1,1,1,1,1,1,1,1,1
"Ürün, kişi ve randevu senkronizasyonunu kabul edilebilir bir sürede gerçekleştirmelidir",1,1,1,1,1,1,1,0,1
"Ürün, ofis sistemi ile her saat senkronize olmalıdır",1,1,1,1,1,1,1,1,1
"Ürün, 24 saat/365 gün kullanılabilir olmalıdır",1,1,1,1,1,1,1,0,1
"1000 erişimden sistem 999 kez kullanılabilir olmalıdır",1,1,1,1,1,1,1,1,1
"Ürün, internet bağlantısı yokken çevrimdışı modda çalışabilmelidir",1,1,1,1,1,1,1,1,1
"Ürün, kullanıcıya daha önce indirilen arama sonuçlarını, CMA raporlarını ve randevuları görüntüleme imkanı sunmalıdır",1,1,1,1,1,1,1,1,1
"Ürün, bir arıza durumunda kullanıcı tercihlerini saklamalıdır",1,1,1,1,1,1,1,1,1
"Kaydedilen kullanıcı tercihlerinin %100’ü sistem çevrimiçi olduğunda geri yüklenmelidir",1,1,1,1,1,1,1,1,1
"Ürün, birden fazla uzak kullanıcıyı destekleyebilmelidir",1,1,1,1,1,1,1,0,1
"Ürün, aynı anda 1000 kullanıcıyı destekleyebilmelidir",1,1,1,1,1,1,1,0,1
"Ürün, mevcut 1000 kullanıcıyı destekleyebilmeli; bu sayının gelecek yıl içinde 5 katına çıkması beklenmektedir",1,1,1,1,1,1,1,0,1
"Ürün, eğitimsiz bir emlakçı tarafından, basılı talimatlara başvurmadan kurulabilmelidir",1,1,1,1,1,1,1,0,1
"Eğitimsiz emlakçıların %90’ı, ürünü cihazlarına basılı talimat olmadan kurabilmelidir",1,1,1,1,1,1,1,1,1
"Ürünün Windows CE ve Palm işletim sistemlerinde çalışması beklenmektedir",1,1,1,1,1,1,1,0,1
"Sisteme yalnızca kayıtlı emlakçılar erişebilmelidir",1,1,1,1,1,1,1,1,1
"Sistemin her kullanıcısı doğrulanmış ve yetkilendirilmiş olmalıdır",1,1,1,1,1,1,1,1,1
"Ürün, yanlış veri girişini önlemelidir",1,1,1,1,1,1,1,1,1
"Sistem, bir emlak danışmanının MLS bilgilerini sorgulamasına izin vermelidir",1,1,1,1,1,1,1,0,1
"Kullanıcı, seçilen mülk için yol tarifi alabilmelidir",1,1,1,1,1,1,1,0,1
"Kullanıcı, müşteriler için randevuları ve iletişim bilgilerini indirebilmelidir",1,1,1,1,1,1,1,0,1
"Sistem, arama sonuçlarında net mülk görselleri göstermelidir",1,1,1,1,1,1,1,0,1
"Sistem, mesai saatleri boyunca tüm kullanıcı taleplerini/işlemlerini karşılayabilmelidir",1,1,1,1,1,1,1,0,1
"Sistem, 9:00–17:00 saatleri arasında aynı anda 10 kullanıcıyı destekleyebilmelidir",1,1,1,1,1,1,1,0,1
"Sistem, önümüzdeki 10 yıl boyunca tüm hemşirelik öğrencilerini ve sınıflarını işleyebilmelidir",1,1,1,1,1,1,1,0,1
"Sistem, hemşirelik programı müfredatı ve sınıf/klinik planlamasını en az 5 yıl yönetebilmelidir",1,1,1,1,1,1,1,0,1
"Sistem, DePaul Üniversitesi Hemşirelik Departmanı’nda tipik bir ofis ortamında çalışabilmelidir",1,1,1,1,1,1,1,0,1
"Sistem, Program Yöneticileri/Hemşirelik Personeli tarafından kullanılan bilgisayarların tanımladığı spesifikasyonlara uygun şekilde kullanılmalıdır",1,1,1,1,1,1,1,0,1
"İkincil bir veritabanı, geçmiş istatistik ve verileri depolamak için kullanılacaktır",1,1,1,1,1,1,1,0,1
"Sistem, satıcı veya alıcıyı arayarak randevu planlamasına izin vermelidir",1,1,1,1,1,1,1,0,1
"Randevu sisteminin ofis sistemiyle otomatik senkronizasyonunun ardından, emlakçı yeni müşteri randevularından haberdar olmalıdır",1,1,1,1,1,1,1,0,1
"Emlakçı, belirli bir alan için mülk konumlarını gösteren haritayı alabilmelidir",1,1,1,1,1,1,1,0,1
"Sistem, satıcı veya alıcının randevu talebine yanıt verdiğinde emlakçıya bildirim göndermelidir",1,1,1,1,1,1,1,0,1
"Ürün, kullanıcıya mülk arama sonuçlarını kaydetme imkanı sağlamalıdır",1,1,1,1,1,1,1,0,1
"Sistem, Program Yöneticileri/Hemşirelik Personeli tarafından kolayca kullanılabilir olmalıdır",1,1,1,1,1,1,1,0,1
"Tüm kullanıcılar, bir günlük eğitim sonrası sistemi kullanabilmelidir",1,1,1,1,1,1,1,0,1
"Sistem, hemşirelik öğrencileri için ders ve klinik planlamasında hata yapmayı önlemeye yardımcı olmalıdır",1,1,1,1,1,1,1,0,1
"Öğrenciler tarafından kaydedilen hata sayısı, ilk yıl %50 azaltılmalıdır",1,1,1,1,1,1,1,0,1
"Sistem, Program Yöneticileri/Hemşirelik Personeli için sezgisel olmalıdır",1,1,1,1,1,1,1,0,1
"3 program yöneticisi/hemşirelik personelinden 2’si, sınıf ve klinik planlamasını yönetmek için sistemi başarılı bir şekilde kullanabilmelidir",1,1,1,1,1,1,1,0,1
"Sistem, kullanıcı topluluğu tarafından doğal olarak anlaşılabilen sembol ve kelimeleri kullanmalıdır",1,1,1,1,1,1,1,0,1
"Sistem içindeki ifadeler, Standart İngilizce ve ulusal Hemşirelik Topluluğu terminolojisine uygun olmalıdır",1,1,1,1,1,1,1,0,1
"Personel, bir görev setini zamanında tamamlayabilmelidir",1,1,1,1,1,1,1,0,1
"Genel öğrenci yönetim görevlerinin yanıt süresi 5 saniyeyi geçmemeli ve plan oluşturma süresi 30 saniyeyi geçmemelidir",1,1,1,1,1,1,1,0,1
"Sistem, 8:00–18:00 saatleri arasında kullanılabilir olmalıdır",1,1,1,1,1,1,1,0,1
"Sistem, Windows XP Professional işletim sistemi içinde çalışabilmelidir",1,1,1,1,1,1,1,0,1
"Sistem, CampusConnect’in merkezi sunucusuyla arayüz oluşturabilmelidir",1,1,1,1,1,1,1,0,1
"Sistem, fakülte merkezi sunucusuyla arayüz oluşturabilmelidir",1,1,1,1,1,1,1,0,1
"Sistem, öğrenci ana sunucusuyla arayüz oluşturabilmelidir",1,1,1,1,1,1,1,0,1
"Herhangi bir HTML tarayıcıyla arayüz oluşturabilmeliyiz",1,1,1,1,1,1,1,0,1
"Sadece yetkili kullanıcılar klinik site bilgilerine erişebilmelidir",1,1,1,1,1,1,1,0,1
"Program Yöneticileri/Hemşirelik Personeli, klinik site detaylarına erişebilen tek kişiler olmalıdır",1,1,1,1,1,1,1,0,1
"Sadece yetkili kullanıcılar öğrencilerin kişisel bilgilerine erişebilmelidir",1,1,1,1,1,1,1,0,1
"Dr Susan Poslusny ve Dr Julie Donalek, öğrencilerin kişisel bilgilerine erişebilen tek kişiler olmalıdır",1,1,1,1,1,1,1,0,1
"Sadece yetkili kullanıcılar, CampusConnect ile arayüz oluşturan sistem kısmına erişebilmelidir",1,1,1,1,1,1,1,0,1
"Fit kriteri: Dr Susan Poslusny ve Karen Sysol, CampusConnect ile arayüz oluşturan sistem için final sınıf bölüm planlamasına erişebilen tek kişiler olmalıdır",1,1,1,1,1,1,1,0,1
"Sistem, yanlış veya geçersiz veri giriş olasılığını azaltmak için temel veri bütünlüğü denetimi sağlamalıdır",1,1,1,1,1,1,1,0,1
"Sistem, özel bilgileri organizasyonun bilgi politikası doğrultusunda korumalıdır",1,1,1,1,1,1,1,0,1
"Sistem, kötü niyetli müdahalelerden mümkün olduğunca güvenli olacak şekilde tasarlanmalıdır",1,1,1,1,1,1,1,0,1
"Sistem, kendini tehditlerden izlemek için organizasyonun standart antivirüs yazılımını kullanmalıdır",1,1,1,1,1,1,1,0,1
"Bir kohort, bölüm tarafından sunulan tek bir Program of Study ile ilişkilendirilmelidir",1,1,1,1,1,1,1,0,1
"Program Yöneticileri ve Hemşirelik Personeli, bir kohorta öğrenci listesi ekleyebilmelidir",1,1,1,1,1,1,1,0,1
"Program Yöneticileri ve Hemşirelik Personeli, bir kohorta tek bir öğrenci ekleyebilmelidir",1,1,1,1,1,1,1,0,1
"Kohorta eklenen öğrenciler, kohortun Program of Study’sine uygun olmalıdır",1,1,1,1,1,1,1,0,1
"Program Yöneticileri ve Hemşirelik Personeli, belirli bir kohort için tercih edilen ders sırasını belirleyebilmelidir",1,1,1,1,1,1,1,0,1
"Her kohort sırasındaki ders için, Program Yöneticileri ve Hemşirelik Personeli, dersin hangi çeyrekte verileceğini belirleyebilmelidir",1,1,1,1,1,1,1,0,1
"Program Yöneticileri ve Hemşirelik Personeli, bir ders sırasına yeni ders ekleyebilmelidir",1,1,1,1,1,1,1,0,1
"Uygulama güncellemeleri, NFL sezonunun ortasında Çarşamba sabahı 03:00–06:00 CST arasında yapılmalıdır",1,1,1,1,1,1,1,0,1
"Yeni sistem sürümleri, her NFL sezonunun başında yayımlanmalıdır",1,1,1,1,1,1,1,0,1
"Sistem, Sync Matrix 1.0 ve Exercise Management Tool 1.0 uygulamalarından veri görüntüleyebilmelidir",1,1,1,1,1,1,1,0,1
"Sistem, etkinlikleri Sync Matrix 1.0 veya Exercise Management Tool 1.0 uygulamalarına geri bağlayabilmelidir",1,1,1,1,1,1,1,0,1
"Sistem, görüntülemeyi değiştirmeye izin vermelidir",1,1,1,1,1,1,1,0,1
"Sistem, egzersizdeki tüm etkinliklerin bir görünümünü sunmalıdır",1,1,1,1,1,1,1,0,1
"Sistem, verileri mekan ve anahtar etkinliklere göre filtreleyebilmelidir",1,1,1,1,1,1,1,0,1
"Sistem, bir kullanıcının zaman segmentlerini tanımlamasına izin vermelidir",1,1,1,1,1,1,1,0,1
"Sistem, yerel ve egzersiz zamanını ayrı saatlerde gösterebilmelidir",1,1,1,1,1,1,1,0,1
"Sistem, verilerin yenilenmesini duraklatma ve devam ettirme yeteneği sunmalıdır",1,1,1,1,1,1,1,0,1
"Sistem, etkinlik veya faaliyetin gerçek zamanına karşı varsayılan zaman için grafikler sağlamalıdır",1,1,1,1,1,1,1,0,1
"RFS sistemi, özellikle bütçe döneminde 7/24 kullanılabilir olmalıdır. Yıl boyunca %90, bütçe döneminde %98 kullanılabilir olmalıdır. %2 kullanılabilirlik, bildirilen durumdan 1 saat içinde sağlanacaktır",1,1,1,1,1,1,1,0,1
"Kullanıcı iş istasyonlarının %98’i uygulama öncesi minimum donanım gereksinimlerini karşılamalıdır. Minimum HDD alanı: 400MB",1,1,1,1,1,1,1,0,1
"Kullanıcı iş istasyonlarının %98’i uygulama öncesi minimum yazılım gereksinimlerini karşılamalıdır: IE 5.0, .NET Framework 1.1, IE Web Controls",1,1,1,1,1,1,1,0,1
"RFS sistemi, BDW ortamı ile kolayca arayüz oluşturabilmelidir. 7 veri dosyası, her yıl bütçe süreci başlamadan bir gün önce 3 saat içinde RFS sistemine yüklenecektir. Test dosyaları (7) yıl boyunca 5 kez yüklenecektir",1,1,1,1,1,1,1,0,1
"Gelir ve gider formüllerindeki değişiklikler, bütçe süreci başlamadan önce RFS sistemine uygulanmalıdır. Formüller alındıktan bir hafta içinde güncellenecek ve 2 hafta test için ayrılacaktır",1,1,1,1,1,1,1,0,1
"BDW’ye eklenen yeni şubeler/kompleksler/bölgeler ve gelir/gider hesapları, bütçe başlangıcı öncesinde RFS sistemine yansıtılmalıdır. Tüm varlıklar (Ekim sonu itibarıyla) yüklenmelidir",1,1,1,1,1,1,1,0,1
"Sadece yetkili kullanıcı RFS sistemine erişebilmelidir. Sadece UAS sisteminde var olan ve RFS sistemi rolüne atanmış kullanıcılar sisteme erişebilir",1,1,1,1,1,1,1,0,1
"Kullanıcı erişimi, rolüne verilen izinlerle sınırlı olmalıdır. Her PCG hiyerarşi seviyesine rol atanır ve kullanıcılar bu rollere atanır. RFS sistemi işlevselliği rol izinlerine bağlıdır",1,1,1,1,1,1,1,0,1
"Ürün, ENET Securities intranet sayfa standartlarına ve gereksinimlerine uymalıdır. Ürün görünümü ve hissiyatının %95’i uygulama öncesi onaylanmalıdır, kalan %5 bir ay içinde düzeltilip onaylanacaktır",1,1,1,1,1,1,1,0,1
"Intranet sayfaları, 800x600 ve üzeri çözünürlüklerde uygun şekilde görüntülenmelidir. Tüm sayfaların %95’inde doğru görünüm sağlanmalıdır, kalan %5 bir hafta içinde düzeltilmelidir",1,1,1,1,1,1,1,0,1
"Kullanıcılar, bütçelerini belirtilen süre içinde başarıyla tamamlamak için sistemi kolayca kullanabilmelidir. Ürün uygulanmadan önce bir haftalık eğitim ile kullanıcıların %98’i bütçeyi tamamlayacaktır",1,1,1,1,1,1,1,0,1
"Ürün arayüzü hızlı olmalıdır. Arayüz yanıt süresi %90’ında 2 saniyeyi geçmemelidir, kalan %10’unda 10 saniyeyi geçmemelidir",1,1,1,1,1,1,1,0,1
"Sistem, öncelikli iletişim aracı olarak kayıtlı e-posta adreslerini kullanacaktır",1,1,1,1,1,1,1,0,1
"Sistem, rutin iletişim için ilgili tarafları bilgilendirecektir (sunulacak dersler, programlar vb.)",1,1,1,1,1,1,1,0,1
"Sistem, kliniklerle ilgili değişikliklerde ilgili tarafları bilgilendirecektir (kapasite değişiklikleri, iptaller vb.)",1,1,1,1,1,1,1,0,1
"Sistem, derslerle ilgili değişikliklerde ilgili tarafları bilgilendirecektir (iptaller, ders detay değişiklikleri, çeyrek bazlı ders değişiklikleri vb.)",1,1,1,1,1,1,1,0,1


